Sexo,Edades,Grupo etario ,Municipio ,Región,Etnía ,Migrante,Fecha desaparición,Día de la semana,Horario ,Estatus,Fecha localización,Tiempo desap,Rango tiempo,Fuente,Sistematización,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,4/26/2021,Lunes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,4/26/2021,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,4/26/2021,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,1,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,4/26/2021,Lunes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,11,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,4/26/2021,Lunes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Villaflores, Chiapas ",Frailesca,Indígena,No aplica,4/27/2021,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,Indígena,No aplica,4/28/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,4/28/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,Comitan de Dominguez ,Meseta Comiteca,Mestiza,No aplica,4/30/2021,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,3,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,4/30/2021,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Acacoyagua, Chiapas ",Soconusco,Indígena,No aplica,5/1/2021,Sábado,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,5/2/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,5/2/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,5/2/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,5/2/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,5/3/2021,Lunes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/3/2021,Lunes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Chenalhó, Chiapas ",Altos,Indígena,No aplica,5/4/2021,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,5/4/2021,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,5/4/2021,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,1,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/4/2021,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/4/2021,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,4,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/4/2021,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,4,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/4/2021,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,Comitan de Dominguez ,Meseta Comiteca,Indígena,No aplica,5/5/2021,Miércoles,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,1,0 a 5,Comitan de Dominguez ,Meseta Comiteca,Indígena,No aplica,5/5/2021,Miércoles,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"Tenejapa, Chiapas ",Altos,Indígena,No aplica,5/6/2021,Jueves,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Ocozocoautla de Espinosa, Chiapas",Valle Zoque,Mestiza,No aplica,5/7/2021,Viernes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,9,6 a 11,Comitan de Dominguez ,Meseta Comiteca,Indígena,No aplica,5/8/2021,Sábado,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Motozintla, Chiapas",Sierra Mariscal,Indígena,No aplica,5/8/2021,Sábado,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,5/8/2021,Sábado,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,5/8/2021,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Venustiano Carranza, Chiapas ",De los llanos,Indígena,No aplica,5/8/2021,Sábado,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,3,0 a 5,"La Concordia, Chiapas ",Frailesca,Indígena,No aplica,5/9/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"La Trinitaria, Chiapas",Meseta Comiteca,Mestiza,No aplica,5/9/2021,Domingo,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Ostuacán, Chiapas ",Norte,Mestiza,No aplica,5/9/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,11,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,5/9/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,6,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/9/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,5/10/2021,Lunes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,12,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,5/10/2021,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Angel Albino Corzo, Chiapas ",Frailesca,Mestiza,No aplica,5/11/2021,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Larrainzar, Chiapas ",Altos,Mestiza,No aplica,5/12/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Motozintla, Chiapas",Sierra Mariscal,Mestiza,No aplica,5/12/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,1,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/12/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,3,0 a 5,"Cintalapa, Chiapas ",Valle Zoque,Mestiza,No aplica,5/15/2021,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Copainalá, Chiapas ",Mezcalapa,Indígena,No aplica,5/15/2021,Sábado,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/16/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Las Rosas, Chiapas ",Meseta Comiteca,Indígena,No aplica,5/17/2021,Lunes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Chilón, Chiapas ",Tulijá,Indígena,No aplica,5/17/2021,Lunes,No especificado,Localizada,5/19/2022,367.00,De 12 a 15 meses,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,5/18/2021,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,5/18/2021,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,16,12 a 17,"Chamula, Chiapas ",Altos,Indígena,No aplica,5/19/2021,Miércoles,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,6,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,5/19/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tapachula, Chiapas ",Soconusco,Indígena,No aplica,5/19/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,8,6 a 11,"Angel Albino Corzo, Chiapas ",Frailesca,Mestiza,No aplica,5/20/2021,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,7,6 a 11,"Angel Albino Corzo, Chiapas ",Frailesca,Mestiza,No aplica,5/20/2021,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Huehuetán, Chiapas ",Sierra Mariscal,Mestiza,No aplica,5/20/2021,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Mazatán, Chiapas ",Soconusco,Mestiza,No aplica,5/20/2021,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,6,6 a 11,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,5/22/2021,Sábado,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Reforma, Chiapas ",Norte,Mestiza,No aplica,5/23/2021,Domingo,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,12,12 a 17,"Solosuchiapa, Chiapas ",Norte,Mestiza,No aplica,5/24/2021,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Solosuchiapa, Chiapas ",Norte,Indígena,No aplica,5/24/2021,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tenejapa, Chiapas ",Altos,Indígena,No aplica,5/25/2021,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tapachula, Chiapas ",Soconusco,Indígena,No aplica,5/27/2021,Jueves,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,Mestiza,No aplica,5/29/2021,Sábado,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,13,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,5/30/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"Acapetahua, Chiapas ",Soconusco,Mestiza,No aplica,6/1/2021,Miércoles,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,Comitan de Dominguez ,Meseta Comiteca,Mestiza,No aplica,6/1/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/1/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,3,0 a 5,"Tecpatán, Chiapas ",Mezcalapa,Mestiza,No aplica,6/1/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"Yajalón, Chiapas ",Tulijá,Indígena,No aplica,6/1/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,Comitan de Dominguez ,Meseta Comiteca,Indígena,No aplica,6/2/2021,Jueves,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/2/2021,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Tapachula, Chiapas ",Soconusco,Mestiza,No aplica,6/4/2021,Viernes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,4,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/5/2021,Sábado,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Frontera Hidalgo, Chiapas ",Sierra Mariscal,Mestiza,No aplica,6/6/2021,Domingo,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,Comitan de Dominguez ,Meseta Comiteca,Mestiza,No aplica,6/8/2021,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"Copainalá, Chiapas ",Mezcalapa,Indígena,No aplica,6/8/2021,Martes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Tapachula, Chiapas ",Soconusco,Indígena,No aplica,6/8/2021,Martes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,6/9/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,12,12 a 17,"Chilón, Chiapas ",Tulijá,Indígena,No aplica,6/10/2021,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Ocosingo, Chiapas",Selva Lacandona,Indígena,No aplica,6/10/2021,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,5,0 a 5,"Pijijiapan, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/10/2021,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/10/2021,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Jiquipilas, Chiapas",Valle Zoque,Indígena,No aplica,6/11/2021,Viernes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,6,6 a 11,"Tapachula, Chiapas ",Soconusco,Mestiza,Migrante de El Salvador,6/11/2021,Viernes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/11/2021,Viernes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,1,0 a 5,"Villaflores, Chiapas ",Frailesca,Indígena,No aplica,6/11/2021,Viernes,No especificado,Localizada sin vida,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,15,12 a 17,"Acala, Chiapas ",De los llanos,Mestiza,No aplica,6/13/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Chiapa de Corzo, Chiapas ",Metropolitana,Mestiza,No aplica,6/13/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"La Concordia, Chiapas ",Frailesca,Mestiza,No aplica,6/13/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,17,12 a 17,"Huehuetán, Chiapas ",Sierra Mariscal,Mestiza,No aplica,6/16/2021,Miércoles,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Motozintla, Chiapas",Sierra Mariscal,Mestiza,No aplica,6/16/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Indígena,No aplica,6/16/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,6,6 a 11,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/16/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,2,0 a 5,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/16/2021,Miércoles,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/17/2021,Jueves,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,"Frontera Comalapa, Chiapas ",Sierra Mariscal,Mestiza,No aplica,6/18/2021,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Ocozocoautla de Espinosa, Chiapas",Valle Zoque,Indígena,No aplica,6/18/2021,Viernes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,15,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Indígena,No aplica,6/18/2021,Viernes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,13,12 a 17,"Tuxtla Gutiérrez, Chiapas",Metropolitana,Mestiza,No aplica,6/18/2021,Viernes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"San Cristóbal de Las Casas, Chiapas ",Altos,Mestiza,No aplica,6/20/2021,Domingo,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,16,12 a 17,"Cintalapa, Chiapas ",Valle Zoque,Mestiza,No aplica,6/21/2021,Lunes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,17,12 a 17,"Tapalapa, Chiapas ",De los bosques,Mestiza,No aplica,6/21/2021,Lunes,No especificado,Localizada,No especificado,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,11,6 a 11,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/21/2021,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Hombre,9,6 a 11,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/21/2021,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
Mujer,14,12 a 17,"Tonalá, Chiapas ",Istmo-Costa,Mestiza,No aplica,6/21/2021,Lunes,No especificado,No localizada,No aplica,No aplica,No aplica,¿Has visto a? Chiapas,Melel Xojobal,,
